continent,date,new_cases,stringency_index,total_cases
Africa,2020-05-08,3624,3707.43,57657
Africa,2020-05-09,2850,3707.43,60507
Africa,2020-05-10,2579,3694.4700000000003,63086
Africa,2020-05-11,3066,3672.7,66152
Africa,2020-05-12,3160,3679.19,69312
Africa,2020-05-13,2915,3713.45,72227
Africa,2020-05-14,3119,3700.5,75346
Africa,2020-05-15,2928,3693.08,78274
Africa,2020-05-16,3003,3687.98,81277
Africa,2020-05-17,3313,3663.9,84590
Africa,2020-05-18,3668,3610.67,88258
Africa,2020-05-19,3012,3610.67,91270
Africa,2020-05-20,3792,3598.64,95062
Africa,2020-05-21,4692,3598.64,99754
Africa,2020-05-22,3875,3602.8,103629
Africa,2020-05-23,3862,3599.1,107491
Africa,2020-05-24,4126,3602.8,111617
Africa,2020-05-25,4116,3593.08,115733
Africa,2020-05-26,3712,3578.27,119445
Africa,2020-05-27,5079,3581.05,124524
Africa,2020-05-28,4919,3586.61,129443
Africa,2020-05-29,5748,3603.75,135191
Africa,2020-05-30,6120,3590.79,141311
Africa,2020-05-31,5248,3590.79,146559
Africa,2020-06-01,5785,3496.81,152344
Africa,2020-06-02,4885,3475.53,157229
Africa,2020-06-03,5087,3471.82,162316
Africa,2020-06-04,7106,3459.78,169422
Africa,2020-06-05,7196,3434.78,176618
Africa,2020-06-06,6595,3432.0,183213
Africa,2020-06-07,6337,3407.93,189550
Africa,2020-06-08,6648,3343.1,196198
Africa,2020-06-09,6472,3327.36,202670
Africa,2020-06-10,6546,3325.51,209216
Africa,2020-06-11,7402,3297.72,216618
Africa,2020-06-12,8077,3263.46,224695
Africa,2020-06-13,8101,3281.98,232796
Africa,2020-06-14,8767,3270.87,241563
Africa,2020-06-15,9621,3263.46,251184
Africa,2020-06-16,7613,3230.58,258797
Africa,2020-06-17,8732,3230.58,267529
Africa,2020-06-18,8254,3230.58,275783
Africa,2020-06-19,9826,3230.58,285609
Africa,2020-06-20,11330,3230.58,296939
Africa,2020-06-21,9442,3220.39,306381
Africa,2020-06-22,8989,3219.4700000000003,315370
Africa,2020-06-23,9051,3213.45,324421
Africa,2020-06-24,11358,3218.09,335779
Africa,2020-06-25,11950,3215.33,347729
Africa,2020-06-26,11577,3218.57,359306
Africa,2020-06-27,12284,3212.54,371590
Africa,2020-06-28,10647,3212.54,382237
Africa,2020-06-29,11048,3199.11,393285
Africa,2020-06-30,11616,3193.56,404901
Africa,2020-07-01,13227,3123.66,418128
Africa,2020-07-02,14193,3123.66,432321
Africa,2020-07-03,15159,3119.96,447480
Africa,2020-07-04,15507,3119.96,462987
Africa,2020-07-05,13640,3119.96,476627
Africa,2020-07-06,13717,3116.25,490344
Africa,2020-07-07,17474,3102.37,507818
Africa,2020-07-08,14726,3066.26,522544
Africa,2020-07-09,19212,3063.94,541756
Africa,2020-07-10,17680,3042.63,559436
Africa,2020-07-11,18815,3042.63,578251
Africa,2020-07-12,16694,3046.34,594945
Africa,2020-07-13,16071,3038.01,611016
Africa,2020-07-14,14435,3026.9,625451
Africa,2020-07-15,18051,3030.15,643502
Africa,2020-07-16,20441,3027.37,663943
Africa,2020-07-17,19540,2994.04,683483
Africa,2020-07-18,19015,2994.04,702498
Africa,2020-07-19,18554,3007.01,721052
Africa,2020-07-20,15525,3009.79,736577
Africa,2020-07-21,13864,2998.68,750441
Africa,2020-07-22,19614,2941.27,770055
Africa,2020-07-23,18467,2938.49,788522
Africa,2020-07-24,22111,2943.13,810633
Africa,2020-07-25,18151,2940.35,828784
Africa,2020-07-26,18315,2924.61,847099
Africa,2020-07-27,13428,2912.57,860527
Africa,2020-07-28,13499,2917.21,874026
Africa,2020-07-29,17642,2894.06,891668
Africa,2020-07-30,17407,2891.28,909075
Africa,2020-07-31,19005,2898.21,928080
Africa,2020-08-01,16920,2875.98,945000
Africa,2020-08-02,12749,2870.42,957749
Africa,2020-08-03,10853,2850.97,968602
Africa,2020-08-04,9915,2856.51,978517
Africa,2020-08-05,15374,2860.68,993891
Africa,2020-08-06,14328,2900.95,1008219
Africa,2020-08-07,13492,2917.6,1021711
Africa,2020-08-08,14208,2925.92,1035919
Africa,2020-08-09,12356,2917.59,1048275
Africa,2020-08-10,9132,2910.65,1057407
Africa,2020-08-11,7883,2910.65,1065290
Africa,2020-08-12,9258,2922.23,1074548
Africa,2020-08-13,10393,2919.45,1084941
Africa,2020-08-14,12545,2902.33,1097486
Africa,2020-08-15,11815,2868.9900000000002,1109301
Africa,2020-08-16,9953,2874.54,1119254
Africa,2020-08-17,8872,2874.54,1128126
Africa,2020-08-18,8637,2857.86,1136763
Africa,2020-08-19,10895,2859.71,1147658
Africa,2020-08-20,10609,2857.85,1158267
Africa,2020-08-21,10272,2865.26,1168539
Africa,2020-08-22,10433,2865.26,1178972
Africa,2020-08-23,9053,2865.26,1188025
Africa,2020-08-24,7516,2859.71,1195541
Africa,2020-08-25,7543,2862.49,1203084
Africa,2020-08-26,8855,2876.37,1211939
Africa,2020-08-27,8555,2859.69,1220494
Africa,2020-08-28,8109,2859.69,1228603
Africa,2020-08-29,8370,2863.39,1236973
Africa,2020-08-30,8457,2874.5,1245430
Africa,2020-08-31,6805,2868.96,1252235
Africa,2020-09-01,7157,2833.33,1259392
Africa,2020-09-02,8714,2833.33,1268106
Africa,2020-09-03,7747,2833.33,1275853
Africa,2020-09-04,8578,2839.81,1284431
Africa,2020-09-05,7392,2839.81,1291823
Africa,2020-09-06,7823,2837.03,1299646
Africa,2020-09-07,6876,2814.81,1306522
Africa,2020-09-08,7679,2820.37,1314201
Africa,2020-09-09,8295,2820.37,1322496
Africa,2020-09-10,8050,2795.82,1330546
Africa,2020-09-11,8692,2788.41,1339238
Africa,2020-09-12,7410,2788.41,1346648
Africa,2020-09-13,6748,2788.41,1353396
Africa,2020-09-14,6483,2778.21,1359879
Africa,2020-09-15,6566,2785.62,1366445
Africa,2020-09-16,7310,2775.9,1373755
Africa,2020-09-17,8605,2762.95,1382360
Africa,2020-09-18,8161,2775.91,1390521
Africa,2020-09-19,8727,2770.36,1399248
Africa,2020-09-20,8419,2752.77,1407667
Africa,2020-09-21,6148,2750.92,1413815
Africa,2020-09-22,6839,2714.81,1420654
Africa,2020-09-23,8727,2714.81,1429381
Africa,2020-09-24,8186,2712.03,1437567
Africa,2020-09-25,7977,2716.66,1445544
Africa,2020-09-26,6410,2710.19,1451954
Africa,2020-09-27,8369,2710.19,1460323
Africa,2020-09-28,5669,2700.0,1465992
Africa,2020-09-29,7509,2689.82,1473501
Africa,2020-09-30,8434,2686.11,1481935
Africa,2020-10-01,7260,2643.08,1489195
Africa,2020-10-02,8857,2634.76,1498052
Africa,2020-10-03,8830,2658.83,1506882
Africa,2020-10-04,8086,2657.91,1514968
Africa,2020-10-05,4714,2629.21,1519682
Africa,2020-10-06,6597,2593.09,1526279
Africa,2020-10-07,10543,2593.09,1536822
Africa,2020-10-08,10908,2588.45,1547730
Africa,2020-10-09,8557,2568.09,1556287
Africa,2020-10-10,13534,2568.09,1569821
Africa,2020-10-11,8975,2561.61,1578796
Africa,2020-10-12,5887,2554.66,1584683
Africa,2020-10-13,7834,2539.86,1592517
Africa,2020-10-14,11508,2541.71,1604025
Africa,2020-10-15,9116,2520.86,1613141
Africa,2020-10-16,10686,2508.82,1623827
Africa,2020-10-17,14262,2487.53,1638089
Africa,2020-10-18,8193,2483.82,1646282
Africa,2020-10-19,9688,2450.49,1655970
Africa,2020-10-20,9776,2438.45,1665746
Africa,2020-10-21,10478,2427.34,1676224
Africa,2020-10-22,10970,2431.02,1687194
Africa,2020-10-23,10435,2419.9,1697629
Africa,2020-10-24,11739,2414.35,1709368
Africa,2020-10-25,9094,2414.35,1718462
Africa,2020-10-26,10718,2413.43,1729180
Africa,2020-10-27,8650,2382.88,1737830
Africa,2020-10-28,11900,2399.54,1749730
Africa,2020-10-29,11071,2380.1,1760801
Africa,2020-10-30,13599,2363.44,1774400
Africa,2020-10-31,11074,2356.96,1785474
Africa,2020-11-01,10296,2330.11,1795770
Africa,2020-11-02,7586,2319.93,1803356
Africa,2020-11-03,10874,2310.67,1814230
Africa,2020-11-04,14002,2318.08,1828232
Africa,2020-11-05,15393,2313.91,1843625
Africa,2020-11-06,11720,2313.91,1855345
Africa,2020-11-07,15017,2313.91,1870362
Africa,2020-11-08,12498,2312.05,1882860
Africa,2020-11-09,8889,2305.56,1891749
Africa,2020-11-10,13173,2278.69,1904922
Africa,2020-11-11,14000,2287.02,1918922
Africa,2020-11-12,15781,2279.62,1934703
Africa,2020-11-13,14678,2279.62,1949381
Africa,2020-11-14,14071,2281.0099999999998,1963452
Africa,2020-11-15,12570,2284.71,1976022
Africa,2020-11-16,10304,2283.7799999999997,1986326
Africa,2020-11-17,12868,2285.64,1999194
Africa,2020-11-18,15301,2284.25,2014495
Africa,2020-11-19,13934,2284.25,2028429
Africa,2020-11-20,15733,2284.25,2044162
Africa,2020-11-21,13356,2284.25,2057518
Africa,2020-11-22,12779,2284.25,2070297
Africa,2020-11-23,10077,2281.94,2080374
Africa,2020-11-24,12503,2271.76,2092877
Africa,2020-11-25,14667,2285.65,2107544
Africa,2020-11-26,13923,2285.65,2121467
Africa,2020-11-27,16039,2285.65,2137506
Africa,2020-11-28,13396,2285.65,2150902
Africa,2020-11-29,13071,2285.65,2163973
Africa,2020-11-30,10350,2288.42,2174323
Africa,2020-12-01,10838,2265.28,2185161
Africa,2020-12-02,16413,2281.94,2201574
Africa,2020-12-03,15701,2290.27,2217275
Africa,2020-12-04,17982,2308.79,2235257
Africa,2020-12-05,14702,2308.79,2249959
Africa,2020-12-06,13463,2308.79,2263422
Africa,2020-12-07,10628,2306.01,2274050
Africa,2020-12-08,13258,2311.57,2287308
Africa,2020-12-09,19396,2308.79,2306704
Africa,2020-12-10,19134,2304.16,2325838
Africa,2020-12-11,19081,2307.86,2344919
Africa,2020-12-12,18133,2305.08,2363052
Africa,2020-12-13,16222,2315.27,2379274
Africa,2020-12-14,11318,2283.32,2390592
Africa,2020-12-15,18002,2251.86,2408594
Africa,2020-12-16,21225,2250.01,2429819
Africa,2020-12-17,20508,2252.79,2450327
Africa,2020-12-18,19320,2286.12,2469647
Africa,2020-12-19,21260,2282.42,2490907
Africa,2020-12-20,18426,2287.98,2509333
Africa,2020-12-21,16781,2304.64,2526114
Africa,2020-12-22,19986,2329.17,2546100
Africa,2020-12-23,25729,2329.63,2571829
Africa,2020-12-24,27044,2337.04,2598873
Africa,2020-12-25,25785,2342.59,2624658
Africa,2020-12-26,21381,2344.44,2646039
Africa,2020-12-27,18675,2344.44,2664714
Africa,2020-12-28,15211,2344.44,2679925
Africa,2020-12-29,20128,2337.0299999999997,2700053
Africa,2020-12-30,30617,2337.0299999999997,2730670
Africa,2020-12-31,29789,2342.58,2760459
Africa,2021-01-01,27708,2331.47,2788167
Africa,2021-01-02,22919,2331.47,2811086
Africa,2021-01-03,21990,2313.89,2833076
Africa,2021-01-04,21792,2329.14,2854868
Africa,2021-01-05,26847,2367.1,2881715
Africa,2021-01-06,35792,2429.14,2917507
Africa,2021-01-07,35402,2448.12,2952909
Africa,2021-01-08,36473,2448.12,2989382
Africa,2021-01-09,35099,2448.12,3024481
Africa,2021-01-10,31607,2439.79,3056088
Africa,2021-01-11,28033,2433.79,3084121
Africa,2021-01-12,26128,2348.13,3110249
Africa,2021-01-13,33997,2357.87,3144246
Africa,2021-01-14,34228,2352.31,3178474
Africa,2021-01-15,31575,2365.28,3210049
Africa,2021-01-16,27568,2365.28,3237617
Africa,2021-01-17,26569,2391.2,3264186
Africa,2021-01-18,22476,2410.62,3286662
Africa,2021-01-19,23410,2418.02,3310072
Africa,2021-01-20,28337,2440.24,3338409
Africa,2021-01-21,27865,2440.24,3366274
Africa,2021-01-22,26179,2440.24,3392453
Africa,2021-01-23,27308,2455.98,3419761
Africa,2021-01-24,20120,2455.98,3439881
Africa,2021-01-25,16695,2490.24,3456576
Africa,2021-01-26,18598,2484.24,3475174
Africa,2021-01-27,20827,2484.24,3496001
Africa,2021-01-28,20780,2484.24,3516781
Africa,2021-01-29,19222,2481.47,3536003
Africa,2021-01-30,17862,2481.47,3553865
Africa,2021-01-31,15752,2483.33,3569617
Africa,2021-02-01,12711,2469.42,3582328
Africa,2021-02-02,14821,2450.44,3597149
Africa,2021-02-03,15462,2479.14,3612611
Africa,2021-02-04,16474,2479.14,3629085
Africa,2021-02-05,15907,2477.29,3644992
Africa,2021-02-06,13545,2477.29,3658537
Africa,2021-02-07,11724,2477.29,3670261
Africa,2021-02-08,11413,2494.9,3681674
Africa,2021-02-09,11351,2493.52,3693025
Africa,2021-02-10,13118,2478.71,3706143
Africa,2021-02-11,11870,2482.41,3718013
Africa,2021-02-12,13922,2482.41,3731935
Africa,2021-02-13,10914,2482.41,3742849
Africa,2021-02-14,10325,2482.41,3753174
Africa,2021-02-15,9893,2451.85,3763067
Africa,2021-02-16,10027,2437.49,3773094
Africa,2021-02-17,12317,2437.49,3785411
Africa,2021-02-18,13893,2437.49,3799304
Africa,2021-02-19,11019,2437.49,3810323
Africa,2021-02-20,9559,2437.49,3819882
Africa,2021-02-21,9520,2437.49,3829402
Africa,2021-02-22,9017,2415.25,3838419
Africa,2021-02-23,7740,2447.64,3846159
Africa,2021-02-24,10529,2453.2,3856688
Africa,2021-02-25,12271,2449.5,3868959
Africa,2021-02-26,11103,2449.5,3880062
Africa,2021-02-27,7831,2449.5,3887893
Africa,2021-02-28,9414,2449.5,3897307
Africa,2021-03-01,8833,2463.39,3906140
Africa,2021-03-02,7708,2409.71,3913848
Africa,2021-03-03,10908,2428.23,3924756
Africa,2021-03-04,12382,2422.67,3937138
Africa,2021-03-05,8569,2419.9,3945707
Africa,2021-03-06,9953,2419.9,3955660
Africa,2021-03-07,8395,2418.99,3964055
Africa,2021-03-08,9277,2407.86,3973332
Africa,2021-03-09,7829,2401.39,3981161
Africa,2021-03-10,10421,2465.2799999999997,3991582
Africa,2021-03-11,15331,2465.2799999999997,4006913
Africa,2021-03-12,9824,2465.2799999999997,4016737
Africa,2021-03-13,10309,2465.2799999999997,4027046
Africa,2021-03-14,8662,2465.2799999999997,4035708
Africa,2021-03-15,8412,2459.72,4044120
Africa,2021-03-16,8983,2452.32,4053103
Africa,2021-03-17,11121,2455.1,4064224
Africa,2021-03-18,11332,2455.1,4075556
Africa,2021-03-19,12661,2421.3,4088217
Africa,2021-03-20,9204,2421.3,4097421
Africa,2021-03-21,9094,2421.3,4106515
Africa,2021-03-22,9587,2419.46,4116102
Africa,2021-03-23,8586,2400.95,4124688
Africa,2021-03-24,10895,2397.25,4135583
Africa,2021-03-25,12490,2412.53,4148073
Africa,2021-03-26,18544,2423.17,4166617
Africa,2021-03-27,9475,2423.17,4176092
Africa,2021-03-28,9000,2425.95,4185092
Africa,2021-03-29,9707,2430.58,4194799
Africa,2021-03-30,9762,2454.67,4204561
Africa,2021-03-31,12752,2454.67,4217313
Africa,2021-04-01,22144,2454.67,4239457
Africa,2021-04-02,13178,2458.37,4252635
Africa,2021-04-03,8781,2458.37,4261416
Africa,2021-04-04,9503,2447.2599999999998,4270919
Africa,2021-04-05,9254,2455.59,4280173
Africa,2021-04-06,9576,2488.91,4289749
Africa,2021-04-07,11674,2486.13,4301423
Africa,2021-04-08,16829,2486.13,4318252
Africa,2021-04-09,12541,2486.13,4330793
Africa,2021-04-10,9721,2482.43,4340514
Africa,2021-04-11,9684,2485.2,4350198
Africa,2021-04-12,10189,2460.64,4360387
Africa,2021-04-13,9910,2422.23,4370297
Africa,2021-04-14,13920,2422.23,4384217
Africa,2021-04-15,12707,2425.93,4396924
Africa,2021-04-16,12029,2425.93,4408953
Africa,2021-04-17,13363,2433.34,4422316
Africa,2021-04-18,9324,2444.45,4431640
Africa,2021-04-19,8753,2442.59,4440393
Africa,2021-04-20,10111,2449.07,4450504
Africa,2021-04-21,11867,2472.24,4462371
Africa,2021-04-22,12579,2472.24,4474950
Africa,2021-04-23,12104,2472.24,4487054
Africa,2021-04-24,10153,2467.62,4497207
Africa,2021-04-25,9537,2467.62,4506744
Africa,2021-04-26,6797,2463.92,4513541
Africa,2021-04-27,9516,2443.08,4523057
Africa,2021-04-28,9524,2432.89,4532581
Africa,2021-04-29,15599,2432.89,4548180
Africa,2021-04-30,9519,2432.89,4557699
Africa,2021-05-01,7849,2398.63,4565548
Africa,2021-05-02,6049,2398.63,4571597
Africa,2021-05-03,7255,2391.21,4578852
Africa,2021-05-04,7181,2418.06,4586033
Africa,2021-05-05,9276,2429.17,4595309
Africa,2021-05-06,12790,2443.98,4608099
Africa,2021-05-07,8898,2443.98,4616997
Africa,2021-05-08,6007,2443.98,4623004
Africa,2021-05-09,9502,2454.16,4632506
Africa,2021-05-10,8543,2380.08,4641049
Africa,2021-05-11,7067,2379.15,4648116
Africa,2021-05-12,8863,2379.15,4656979
Africa,2021-05-13,9443,2379.15,4666422
Africa,2021-05-14,8001,2381.94,4674423
Africa,2021-05-15,6802,2381.94,4681225
Africa,2021-05-16,6934,2378.24,4688159
Africa,2021-05-17,7833,2368.97,4695992
Africa,2021-05-18,10533,2370.34,4706525
Africa,2021-05-19,9971,2366.64,4716496
Africa,2021-05-20,11393,2368.95,4727889
Africa,2021-05-21,10067,2371.73,4737956
Africa,2021-05-22,9853,2371.73,4747809
Africa,2021-05-23,8139,2360.62,4755948
Africa,2021-05-24,9260,2337.48,4765208
Africa,2021-05-25,5825,2356.94,4771033
Africa,2021-05-26,14071,2356.94,4785104
Africa,2021-05-27,11871,2356.94,4796975
Africa,2021-05-28,12340,2356.94,4809315
Africa,2021-05-29,11710,2356.94,4821025
Africa,2021-05-30,5866,2333.79,4826891
Africa,2021-05-31,13569,2323.61,4840460
Africa,2021-06-01,10002,2237.49,4850462
Africa,2021-06-02,13716,2237.49,4864178
Africa,2021-06-03,14622,2239.34,4878800
Africa,2021-06-04,15358,2236.56,4894158
Africa,2021-06-05,12553,2244.9,4906711
Africa,2021-06-06,12686,2250.46,4919397
Africa,2021-06-07,11558,2247.68,4930955
Africa,2021-06-08,12862,2258.78,4943817
Africa,2021-06-09,18502,2258.78,4962319
Africa,2021-06-10,21449,2258.78,4983768
Africa,2021-06-11,20362,2258.78,5004130
Africa,2021-06-12,20532,2258.78,5024662
Africa,2021-06-13,16720,2258.78,5041382
Africa,2021-06-14,16230,2269.87,5057612
Africa,2021-06-15,19760,2240.23,5077372
Africa,2021-06-16,26301,2260.61,5103673
Africa,2021-06-17,27410,2275.42,5131083
Africa,2021-06-18,23985,2305.05,5155068
Africa,2021-06-19,23524,2305.05,5178592
Africa,2021-06-20,23056,2302.27,5201648
Africa,2021-06-21,23550,2302.27,5225198
Africa,2021-06-22,23068,2306.89,5248266
Africa,2021-06-23,32900,2318.93,5281166
Africa,2021-06-24,33708,2307.82,5314874
Africa,2021-06-25,35530,2326.33,5350404
Africa,2021-06-26,34318,2326.33,5384722
Africa,2021-06-27,27555,2342.99,5412277
Africa,2021-06-28,25175,2346.71,5437452
Africa,2021-06-29,28365,2361.53,5465817
Africa,2021-06-30,38797,2361.53,5504614
Africa,2021-07-01,42841,2361.53,5547455
Africa,2021-07-02,43351,2348.57,5590806
Africa,2021-07-03,43060,2348.57,5633866
Africa,2021-07-04,31580,2348.57,5665446
Africa,2021-07-05,29094,2389.32,5694540
Africa,2021-07-06,36427,2378.21,5730967
Africa,2021-07-07,44393,2378.21,5775360
Africa,2021-07-08,47459,2378.21,5822819
Africa,2021-07-09,46581,2356.92,5869400
Africa,2021-07-10,45374,2354.14,5914774
Africa,2021-07-11,35239,2356.92,5950013
Africa,2021-07-12,34832,2356.92,5984845
Africa,2021-07-13,38368,2362.48,6023213
Africa,2021-07-14,44179,2362.48,6067392
Africa,2021-07-15,48504,2354.14,6115896
Africa,2021-07-16,41534,2354.14,6157430
Africa,2021-07-17,38815,2354.14,6196245
Africa,2021-07-18,36126,2354.14,6232371
Africa,2021-07-19,30396,2354.14,6262767
Asia,2020-01-01,0,0.0,0
Asia,2020-01-02,0,0.0,0
Asia,2020-01-03,0,0.0,0
Asia,2020-01-04,0,0.0,0
Asia,2020-01-05,0,0.0,0
Asia,2020-01-06,0,0.0,0
Asia,2020-01-07,0,0.0,0
Asia,2020-01-08,0,0.0,0
Asia,2020-01-09,0,0.0,0
Asia,2020-01-10,0,0.0,0
Asia,2020-01-11,0,0.0,0
Asia,2020-01-12,0,0.0,0
Asia,2020-01-13,0,0.0,0
Asia,2020-01-14,0,0.0,0
Asia,2020-01-15,0,0.0,0
Asia,2020-01-16,0,8.33,0
Asia,2020-01-17,0,8.33,0
Asia,2020-01-18,0,8.33,0
Asia,2020-01-19,0,8.33,0
Asia,2020-01-20,0,13.89,0
Asia,2020-01-21,0,13.89,0
Asia,2020-01-22,0,43.06,556
Asia,2020-01-23,98,106.02,654
Asia,2020-01-24,283,106.02,937
Asia,2020-01-25,491,142.13,1428
Asia,2020-01-26,677,175.46,2105
Asia,2020-01-27,807,183.8,2912
Asia,2020-01-28,2646,198.60999999999999,5558
Asia,2020-01-29,585,225.46,6143
Asia,2020-01-30,2065,257.87,8208
Asia,2020-01-31,1681,268.98,9889
Asia,2020-02-01,2102,295.81,11991
Asia,2020-02-02,4747,306.93,16738
Asia,2020-02-03,3089,316.19,19827
Asia,2020-02-04,4009,338.41,23836
Asia,2020-02-05,3743,342.12,27579
Asia,2020-02-06,3158,342.12,30737
Asia,2020-02-07,3527,353.24,34264
Asia,2020-02-08,2725,361.58,36989
Asia,2020-02-09,3024,361.58,40013
Asia,2020-02-10,2538,359.73,42551
Asia,2020-02-11,2038,359.73,44589
Asia,2020-02-12,377,359.73,44966
Asia,2020-02-13,15151,368.06,60117
Asia,2020-02-14,6482,368.06,66599
Asia,2020-02-15,2075,369.90999999999997,68674
Asia,2020-02-16,2113,369.90999999999997,70787
Asia,2020-02-17,1934,369.90999999999997,72721
Asia,2020-02-18,1794,369.90999999999997,74515
Asia,2020-02-19,420,369.90999999999997,74935
Asia,2020-02-20,545,397.69,75480
Asia,2020-02-21,608,419.90999999999997,76088
Asia,2020-02-22,1719,428.24,77807
Asia,2020-02-23,223,432.87,78030
Asia,2020-02-24,487,532.86,78517
Asia,2020-02-25,743,591.2,79260
Asia,2020-02-26,799,625.46,80059
Asia,2020-02-27,1092,636.57,81151
Asia,2020-02-28,1079,642.13,82230
Asia,2020-02-29,1490,667.13,83720
Asia,2020-03-01,1597,743.99,85317
Asia,2020-03-02,1383,800.46,86700
Asia,2020-03-03,1868,833.8100000000001,88568
Asia,2020-03-04,1230,847.7,89798
